order_id,order_date,promised_date,carrier_id,delivery_date,delivered_late
1159,2024-06-19,2024-06-22,1,2024-06-22,False
1160,2024-05-13,2024-05-18,2,2024-05-18,False
1161,2024-01-25,2024-02-01,3,2024-02-01,False
1162,2024-01-18,2024-01-21,2,2024-01-21,False
1163,2024-07-08,2024-07-11,4,2024-07-11,False
1164,2024-05-20,2024-05-27,4,2024-05-27,False
1165,2024-02-12,2024-02-15,5,2024-02-15,False
1166,2024-11-29,2024-12-04,2,2024-12-04,False
1167,2024-10-10,2024-10-13,1,2024-10-13,False
1168,2024-05-25,2024-05-28,2,2024-05-31,True
1169,2024-11-10,2024-11-15,3,2024-11-15,False
1170,2024-11-14,2024-11-19,4,2024-11-19,False
1171,2024-04-01,2024-04-04,4,2024-04-04,False
1172,2024-06-27,2024-07-02,2,2024-07-02,False
1173,2024-02-25,2024-03-01,2,2024-03-01,False
1174,2024-06-03,2024-06-08,2,2024-06-08,False
1175,2024-06-08,2024-06-11,3,2024-06-11,False
1176,2024-04-20,2024-04-25,3,2024-04-25,False
1177,2024-05-16,2024-05-21,1,2024-05-21,False
1178,2024-08-19,2024-08-24,2,2024-08-24,False
1179,2024-08-07,2024-08-12,1,2024-08-12,False
1180,2024-03-08,2024-03-11,5,2024-03-11,False
1181,2024-10-28,2024-11-02,3,2024-11-02,False
1182,2024-09-05,2024-09-10,4,2024-09-10,False
1183,2024-11-18,2024-11-21,5,2024-11-21,False
1184,2024-01-06,2024-01-11,4,2024-01-11,False
1185,2024-10-06,2024-10-09,5,2024-10-09,False
1186,2024-04-03,2024-04-08,1,2024-04-08,False
1187,2024-09-25,2024-09-28,1,2024-09-28,False
1188,2024-07-15,2024-07-20,3,2024-07-20,False
1189,2024-01-25,2024-02-01,4,2024-02-01,False
1190,2024-05-27,2024-06-01,5,2024-06-01,False
1191,2024-04-27,2024-05-04,2,2024-05-04,False
1192,2024-12-03,2024-12-10,2,2024-12-14,True
1193,2024-12-03,2024-12-06,3,2024-12-10,True
1194,2024-03-06,2024-03-11,4,2024-03-11,False
1195,2024-10-27,2024-11-01,2,2024-11-02,True
1196,2024-06-23,2024-06-30,3,2024-07-04,True
1197,2024-11-14,2024-11-17,3,2024-11-17,False
1198,2024-03-16,2024-03-23,4,2024-03-26,True
1199,2024-04-23,2024-04-28,2,2024-04-28,False
1200,2024-04-20,2024-04-25,2,2024-04-25,False
1201,2024-09-05,2024-09-08,2,2024-09-08,False
1202,2024-07-21,2024-07-24,1,2024-07-24,False
1203,2024-05-26,2024-05-31,2,2024-05-31,False
1204,2024-02-04,2024-02-07,5,2024-02-07,False
1205,2024-11-04,2024-11-11,1,2024-11-11,False
1206,2024-01-26,2024-01-29,1,2024-01-29,False
1207,2024-08-25,2024-08-30,1,2024-08-30,False
1208,2024-01-14,2024-01-17,1,2024-01-17,False
1209,2024-02-14,2024-02-19,3,2024-02-19,False
1210,2024-08-03,2024-08-08,5,2024-08-08,False
1211,2024-08-20,2024-08-23,4,2024-08-26,True
1212,2024-07-11,2024-07-14,2,2024-07-14,False
1213,2024-02-20,2024-02-23,1,2024-02-27,True
1214,2024-08-01,2024-08-06,4,2024-08-06,False
1215,2024-05-30,2024-06-04,3,2024-06-04,False
1216,2024-10-01,2024-10-06,4,2024-10-06,False
1217,2024-12-03,2024-12-08,1,2024-12-08,False
1218,2024-03-16,2024-03-21,5,2024-03-21,False
1219,2024-08-07,2024-08-10,4,2024-08-10,False
1220,2024-12-13,2024-12-16,1,2024-12-16,False
1221,2024-07-05,2024-07-08,1,2024-07-08,False
1222,2024-10-15,2024-10-22,2,2024-10-23,True
1223,2024-01-28,2024-02-04,2,2024-02-04,False
1224,2024-06-28,2024-07-01,5,2024-07-05,True
1225,2024-09-09,2024-09-14,2,2024-09-14,False
1226,2024-05-05,2024-05-12,5,2024-05-13,True
1227,2024-06-25,2024-06-30,3,2024-06-30,False
1228,2024-02-06,2024-02-09,3,2024-02-09,False
1229,2024-04-08,2024-04-11,2,2024-04-12,True
1230,2024-04-07,2024-04-12,3,2024-04-12,False
1231,2024-05-06,2024-05-13,4,2024-05-13,False
1232,2024-06-16,2024-06-21,4,2024-06-21,False
1233,2024-03-20,2024-03-23,4,2024-03-23,False
1234,2024-10-20,2024-10-23,3,2024-10-23,False
1235,2024-11-28,2024-12-03,4,2024-12-03,False
1236,2024-05-05,2024-05-12,5,2024-05-12,False
1237,2024-12-08,2024-12-13,1,2024-12-13,False
1238,2024-11-05,2024-11-10,2,2024-11-10,False
1239,2024-05-29,2024-06-01,5,2024-06-03,True
1240,2024-01-16,2024-01-23,4,2024-01-23,False
1241,2024-01-28,2024-02-02,1,2024-02-02,False
1242,2024-06-21,2024-06-24,2,2024-06-24,False
1243,2024-02-15,2024-02-20,5,2024-02-24,True
1244,2024-11-23,2024-11-26,2,2024-11-26,False
1245,2024-08-23,2024-08-26,3,2024-08-26,False
1246,2024-08-01,2024-08-04,4,2024-08-04,False
1247,2024-03-25,2024-03-28,5,2024-03-31,True
1248,2024-10-08,2024-10-11,5,2024-10-11,False
1249,2024-08-19,2024-08-24,1,2024-08-24,False
1250,2024-03-25,2024-03-30,1,2024-03-30,False
1251,2024-03-05,2024-03-10,1,2024-03-10,False
1252,2024-05-13,2024-05-16,2,2024-05-16,False
1253,2024-05-30,2024-06-02,4,2024-06-02,False
1254,2024-04-24,2024-04-29,2,2024-04-29,False
1255,2024-03-04,2024-03-07,4,2024-03-07,False
1256,2024-12-08,2024-12-11,5,2024-12-11,False
1257,2024-12-28,2025-01-04,2,2025-01-04,False
1258,2024-12-17,2024-12-22,2,2024-12-22,False
1259,2024-06-06,2024-06-13,2,2024-06-17,True
1260,2024-03-17,2024-03-22,3,2024-03-22,False
1261,2024-05-25,2024-05-28,4,2024-05-28,False
1262,2024-12-08,2024-12-13,4,2024-12-14,True
1263,2024-08-12,2024-08-15,2,2024-08-15,False
1264,2024-11-08,2024-11-13,3,2024-11-13,False
1265,2024-04-12,2024-04-15,2,2024-04-15,False
1266,2024-12-12,2024-12-19,4,2024-12-19,False
1267,2024-10-27,2024-10-30,5,2024-10-30,False
1268,2024-03-28,2024-04-04,3,2024-04-04,False
1269,2024-10-29,2024-11-05,3,2024-11-05,False
1270,2024-06-16,2024-06-21,2,2024-06-21,False
1271,2024-06-18,2024-06-23,5,2024-06-23,False
1272,2024-05-14,2024-05-19,4,2024-05-19,False
1273,2024-02-19,2024-02-26,1,2024-02-26,False
1274,2024-12-05,2024-12-10,4,2024-12-10,False
1275,2024-12-12,2024-12-17,4,2024-12-17,False
1276,2024-05-13,2024-05-18,5,2024-05-18,False
1277,2024-12-12,2024-12-19,3,2024-12-19,False
1278,2024-05-16,2024-05-21,4,2024-05-21,False
1279,2024-09-01,2024-09-06,3,2024-09-06,False
1280,2024-04-18,2024-04-23,5,2024-04-23,False
1281,2024-11-08,2024-11-15,5,2024-11-15,False
1282,2024-10-13,2024-10-18,2,2024-10-18,False
1283,2024-01-21,2024-01-24,1,2024-01-24,False
1284,2024-03-30,2024-04-04,5,2024-04-04,False
1285,2024-10-22,2024-10-29,5,2024-10-29,False
1286,2024-04-21,2024-04-26,3,2024-04-26,False
1287,2024-10-27,2024-11-03,5,2024-11-03,False
1288,2024-03-17,2024-03-20,4,2024-03-20,False
1289,2024-06-25,2024-06-30,2,2024-06-30,False
1290,2024-12-08,2024-12-13,2,2024-12-13,False
1291,2024-05-27,2024-06-03,4,2024-06-03,False
1292,2024-04-10,2024-04-13,5,2024-04-15,True
1293,2024-09-02,2024-09-09,1,2024-09-09,False
1294,2024-04-26,2024-05-01,5,2024-05-01,False
1295,2024-04-01,2024-04-04,2,2024-04-04,False
1296,2024-01-28,2024-01-31,1,2024-01-31,False
1297,2024-01-25,2024-01-28,3,2024-01-28,False
1298,2024-02-27,2024-03-03,3,2024-03-06,True
1299,2024-10-23,2024-10-26,5,2024-10-26,False
1300,2024-05-13,2024-05-16,5,2024-05-19,True
1301,2024-11-26,2024-12-03,1,2024-12-03,False
1302,2024-09-05,2024-09-08,1,2024-09-08,False
1303,2024-02-07,2024-02-10,5,2024-02-11,True
1304,2024-03-15,2024-03-20,2,2024-03-21,True
1305,2024-05-21,2024-05-26,3,2024-05-26,False
1306,2024-11-17,2024-11-22,1,2024-11-22,False
1307,2024-06-16,2024-06-21,2,2024-06-21,False
1308,2024-09-15,2024-09-20,5,2024-09-20,False
1309,2024-12-20,2024-12-25,4,2024-12-25,False
1310,2024-08-12,2024-08-15,1,2024-08-15,False
1311,2024-05-31,2024-06-03,4,2024-06-03,False
1312,2024-01-19,2024-01-24,2,2024-01-24,False
1313,2024-05-25,2024-05-28,3,2024-05-28,False
1314,2024-08-28,2024-09-02,2,2024-09-02,False
1315,2024-12-09,2024-12-14,3,2024-12-17,True
1316,2024-08-24,2024-08-27,2,2024-08-31,True
1317,2024-02-04,2024-02-07,1,2024-02-09,True
1318,2024-07-08,2024-07-11,1,2024-07-11,False
1319,2024-01-01,2024-01-06,4,2024-01-06,False
1320,2024-06-01,2024-06-06,2,2024-06-06,False
1321,2024-05-05,2024-05-10,2,2024-05-10,False
1322,2024-12-10,2024-12-13,4,2024-12-13,False
1323,2024-08-13,2024-08-18,5,2024-08-21,True
1324,2024-08-08,2024-08-15,2,2024-08-16,True
1325,2024-07-29,2024-08-01,2,2024-08-01,False
1326,2024-01-25,2024-01-30,2,2024-01-30,False
1327,2024-01-16,2024-01-23,5,2024-01-23,False
1328,2024-06-30,2024-07-03,1,2024-07-03,False
1329,2024-11-24,2024-11-29,4,2024-11-29,False
1330,2024-05-08,2024-05-11,5,2024-05-11,False
1331,2024-02-11,2024-02-16,3,2024-02-16,False
1332,2024-12-01,2024-12-04,3,2024-12-04,False
1333,2024-08-23,2024-08-30,5,2024-09-01,True
1334,2024-12-25,2024-12-30,5,2025-01-03,True
1335,2024-02-03,2024-02-08,1,2024-02-08,False
1336,2024-12-10,2024-12-15,3,2024-12-16,True
1337,2024-02-14,2024-02-19,4,2024-02-19,False
1338,2024-05-13,2024-05-18,2,2024-05-18,False
1339,2024-01-21,2024-01-28,2,2024-01-28,False
1340,2024-05-01,2024-05-08,1,2024-05-08,False
1341,2024-03-10,2024-03-15,1,2024-03-15,False
1342,2024-12-17,2024-12-24,3,2024-12-24,False
1343,2024-12-26,2024-12-31,4,2025-01-04,True
1344,2024-02-17,2024-02-22,4,2024-02-22,False
1345,2024-02-08,2024-02-13,5,2024-02-13,False
1346,2024-10-13,2024-10-16,1,2024-10-16,False
1347,2024-01-10,2024-01-13,2,2024-01-13,False
1348,2024-01-30,2024-02-02,2,2024-02-06,True
1349,2024-08-31,2024-09-05,3,2024-09-05,False
1350,2024-09-30,2024-10-03,2,2024-10-07,True
1351,2024-03-28,2024-04-02,4,2024-04-02,False
1352,2024-08-31,2024-09-07,4,2024-09-07,False
1353,2024-11-24,2024-11-27,1,2024-12-01,True
1354,2024-01-15,2024-01-20,3,2024-01-20,False
1355,2024-01-04,2024-01-07,2,2024-01-07,False
1356,2024-07-09,2024-07-12,1,2024-07-12,False
1357,2024-06-16,2024-06-21,5,2024-06-23,True
1358,2024-01-09,2024-01-14,5,2024-01-14,False
1359,2024-04-18,2024-04-23,2,2024-04-23,False
1360,2024-05-16,2024-05-19,2,2024-05-19,False
1361,2024-06-02,2024-06-07,2,2024-06-07,False
1362,2024-07-27,2024-07-30,4,2024-07-30,False
1363,2024-09-28,2024-10-01,2,2024-10-01,False
1364,2024-05-22,2024-05-25,5,2024-05-25,False
1365,2024-04-08,2024-04-11,2,2024-04-12,True
1366,2024-11-03,2024-11-06,3,2024-11-06,False
1367,2024-03-09,2024-03-12,5,2024-03-12,False
1368,2024-09-03,2024-09-10,3,2024-09-10,False
1369,2024-09-17,2024-09-20,5,2024-09-24,True
1370,2024-10-02,2024-10-05,1,2024-10-05,False
1371,2024-03-19,2024-03-22,5,2024-03-22,False
1372,2024-05-25,2024-05-30,5,2024-05-30,False
1373,2024-04-20,2024-04-23,3,2024-04-25,True
1374,2024-09-14,2024-09-21,3,2024-09-21,False
1375,2024-04-02,2024-04-09,5,2024-04-09,False
1376,2024-01-13,2024-01-16,5,2024-01-16,False
1377,2024-09-16,2024-09-21,4,2024-09-21,False
1378,2024-04-18,2024-04-21,1,2024-04-21,False
1379,2024-11-25,2024-11-30,1,2024-11-30,False
1380,2024-07-07,2024-07-12,2,2024-07-12,False
1381,2024-04-04,2024-04-07,5,2024-04-10,True
1382,2024-04-14,2024-04-17,5,2024-04-17,False
1383,2024-01-08,2024-01-13,5,2024-01-17,True
1384,2024-03-07,2024-03-12,5,2024-03-16,True
1385,2024-07-09,2024-07-12,1,2024-07-12,False
1386,2024-09-12,2024-09-17,3,2024-09-17,False
1387,2024-01-09,2024-01-14,4,2024-01-14,False
1388,2024-04-26,2024-05-03,3,2024-05-03,False
1389,2024-09-23,2024-09-26,3,2024-09-26,False
1390,2024-04-08,2024-04-13,1,2024-04-13,False
1391,2024-10-24,2024-10-29,4,2024-10-29,False
1392,2024-06-12,2024-06-15,5,2024-06-15,False
1393,2024-05-20,2024-05-25,1,2024-05-29,True
1394,2024-09-24,2024-09-29,1,2024-09-29,False
1395,2024-02-06,2024-02-13,4,2024-02-13,False
1396,2024-03-14,2024-03-17,2,2024-03-17,False
1397,2024-03-13,2024-03-18,1,2024-03-18,False
1398,2024-11-03,2024-11-06,3,2024-11-08,True
1399,2024-07-17,2024-07-24,3,2024-07-24,False
1400,2024-05-09,2024-05-12,5,2024-05-16,True
1401,2024-09-02,2024-09-09,1,2024-09-09,False
1402,2024-11-07,2024-11-14,5,2024-11-17,True
1403,2024-02-29,2024-03-03,1,2024-03-03,False
1404,2024-10-05,2024-10-12,4,2024-10-12,False
1405,2024-04-12,2024-04-19,1,2024-04-19,False
1406,2024-10-22,2024-10-25,2,2024-10-25,False
1407,2024-11-15,2024-11-20,3,2024-11-20,False
1408,2024-12-06,2024-12-11,4,2024-12-11,False
1409,2024-05-30,2024-06-02,3,2024-06-02,False
1410,2024-06-05,2024-06-08,5,2024-06-08,False
1411,2024-07-24,2024-07-27,4,2024-07-27,False
1412,2024-06-27,2024-06-30,2,2024-06-30,False
1413,2024-07-15,2024-07-20,3,2024-07-20,False
1414,2024-08-10,2024-08-13,1,2024-08-13,False
1415,2024-03-29,2024-04-05,1,2024-04-05,False
1416,2024-10-13,2024-10-18,1,2024-10-18,False
1417,2024-10-02,2024-10-05,4,2024-10-05,False
1418,2024-08-23,2024-08-28,2,2024-08-28,False
1419,2024-07-01,2024-07-06,2,2024-07-06,False
1420,2024-07-27,2024-08-03,2,2024-08-03,False
1421,2024-05-09,2024-05-12,3,2024-05-12,False
1422,2024-06-01,2024-06-04,4,2024-06-04,False
1423,2024-01-13,2024-01-20,1,2024-01-20,False
1424,2024-05-01,2024-05-08,3,2024-05-08,False
1425,2024-12-24,2024-12-29,2,2024-12-29,False
1426,2024-08-07,2024-08-12,1,2024-08-12,False
1427,2024-04-15,2024-04-18,4,2024-04-18,False
1428,2024-03-10,2024-03-15,5,2024-03-15,False
1429,2024-07-13,2024-07-16,2,2024-07-16,False
1430,2024-07-04,2024-07-07,2,2024-07-07,False
1431,2024-04-08,2024-04-15,2,2024-04-15,False
1432,2024-03-22,2024-03-25,2,2024-03-25,False
1433,2024-03-15,2024-03-20,1,2024-03-20,False
1434,2024-12-05,2024-12-12,4,2024-12-12,False
1435,2024-07-10,2024-07-13,3,2024-07-13,False
1436,2024-11-20,2024-11-27,1,2024-11-27,False
1437,2024-08-01,2024-08-08,4,2024-08-08,False
1438,2024-11-10,2024-11-15,3,2024-11-15,False
1439,2024-11-13,2024-11-16,2,2024-11-16,False
1440,2024-05-23,2024-05-26,4,2024-05-26,False
1441,2024-08-03,2024-08-08,2,2024-08-11,True
1442,2024-12-26,2024-12-29,4,2024-12-29,False
1443,2024-11-19,2024-11-22,5,2024-11-22,False
1444,2024-01-15,2024-01-22,2,2024-01-22,False
1445,2024-08-04,2024-08-07,2,2024-08-07,False
1446,2024-02-04,2024-02-09,2,2024-02-09,False
1447,2024-07-01,2024-07-04,1,2024-07-04,False
1448,2024-09-26,2024-10-01,3,2024-10-01,False
1449,2024-12-23,2024-12-30,2,2024-12-30,False
1450,2024-04-09,2024-04-12,2,2024-04-12,False
1451,2024-01-07,2024-01-10,1,2024-01-10,False
1452,2024-01-30,2024-02-04,1,2024-02-04,False
1453,2024-10-31,2024-11-05,5,2024-11-09,True
1454,2024-05-23,2024-05-28,4,2024-05-28,False
1455,2024-04-20,2024-04-23,2,2024-04-23,False
1456,2024-08-19,2024-08-22,4,2024-08-22,False
1457,2024-06-27,2024-07-04,1,2024-07-04,False
1458,2024-03-12,2024-03-19,1,2024-03-19,False
1459,2024-07-28,2024-08-02,5,2024-08-02,False
1460,2024-08-07,2024-08-14,3,2024-08-14,False
1461,2024-03-20,2024-03-25,1,2024-03-25,False
1462,2024-03-23,2024-03-28,2,2024-03-28,False
1463,2024-02-11,2024-02-14,5,2024-02-18,True
1464,2024-09-29,2024-10-04,3,2024-10-04,False
1465,2024-07-09,2024-07-14,5,2024-07-14,False
1466,2024-06-21,2024-06-24,1,2024-06-27,True
1467,2024-01-07,2024-01-12,3,2024-01-16,True
1468,2024-06-03,2024-06-08,4,2024-06-09,True
1469,2024-01-10,2024-01-15,3,2024-01-15,False
1470,2024-02-03,2024-02-08,2,2024-02-08,False
1471,2024-02-05,2024-02-12,4,2024-02-12,False
1472,2024-01-06,2024-01-09,4,2024-01-13,True
1473,2024-08-02,2024-08-07,2,2024-08-07,False
1474,2024-05-13,2024-05-18,4,2024-05-18,False
1475,2024-10-11,2024-10-16,1,2024-10-16,False
1476,2024-05-05,2024-05-08,3,2024-05-08,False
1477,2024-12-02,2024-12-05,3,2024-12-05,False
1478,2024-06-22,2024-06-29,2,2024-06-29,False
1479,2024-05-31,2024-06-05,1,2024-06-05,False
1480,2024-11-26,2024-12-03,4,2024-12-03,False
1481,2024-01-26,2024-01-31,3,2024-01-31,False
1482,2024-04-24,2024-04-29,3,2024-04-29,False
1483,2024-10-10,2024-10-17,3,2024-10-21,True
1484,2024-03-15,2024-03-20,3,2024-03-20,False
1485,2024-06-14,2024-06-17,5,2024-06-17,False
1486,2024-07-07,2024-07-12,2,2024-07-16,True
1487,2024-03-18,2024-03-25,4,2024-03-26,True
1488,2024-03-30,2024-04-02,4,2024-04-02,False
1489,2024-06-24,2024-06-27,2,2024-06-27,False
1490,2024-01-21,2024-01-24,1,2024-01-24,False
1491,2024-02-23,2024-03-01,2,2024-03-01,False
1492,2024-07-02,2024-07-05,3,2024-07-08,True
1493,2024-12-24,2024-12-29,3,2024-12-29,False
1494,2024-08-09,2024-08-14,2,2024-08-18,True
1495,2024-11-10,2024-11-15,2,2024-11-15,False
1496,2024-11-23,2024-11-28,4,2024-11-30,True
1497,2024-06-27,2024-06-30,4,2024-06-30,False
1498,2024-10-02,2024-10-07,5,2024-10-07,False
1499,2024-04-21,2024-04-26,5,2024-04-26,False
1500,2024-08-11,2024-08-18,3,2024-08-22,True
1501,2024-08-01,2024-08-04,5,2024-08-04,False
1502,2024-02-28,2024-03-06,5,2024-03-06,False
1503,2024-11-22,2024-11-27,1,2024-11-27,False
1504,2024-04-18,2024-04-25,2,2024-04-25,False
1505,2024-06-05,2024-06-10,4,2024-06-10,False
1506,2024-07-09,2024-07-14,5,2024-07-14,False
1507,2024-07-18,2024-07-25,4,2024-07-25,False
1508,2024-11-07,2024-11-14,5,2024-11-14,False
1509,2024-07-14,2024-07-19,5,2024-07-21,True
1510,2024-02-04,2024-02-07,3,2024-02-09,True
1511,2024-09-02,2024-09-05,1,2024-09-05,False
1512,2024-08-24,2024-08-27,2,2024-08-27,False
1513,2024-04-13,2024-04-16,2,2024-04-16,False
1514,2024-01-07,2024-01-10,3,2024-01-10,False
1515,2024-10-09,2024-10-16,3,2024-10-16,False
1516,2024-01-01,2024-01-04,2,2024-01-04,False
1517,2024-08-06,2024-08-11,2,2024-08-11,False
1518,2024-08-17,2024-08-20,1,2024-08-20,False
1519,2024-06-20,2024-06-23,5,2024-06-23,False
1520,2024-03-27,2024-03-30,1,2024-03-30,False
1521,2024-02-10,2024-02-13,2,2024-02-13,False
1522,2024-05-02,2024-05-07,5,2024-05-07,False
1523,2024-11-26,2024-12-03,2,2024-12-03,False
1524,2024-10-24,2024-10-27,1,2024-10-27,False
1525,2024-06-26,2024-07-01,1,2024-07-01,False
1526,2024-03-03,2024-03-08,1,2024-03-11,True
1527,2024-06-13,2024-06-20,5,2024-06-21,True
1528,2024-07-05,2024-07-10,4,2024-07-10,False
1529,2024-07-27,2024-08-01,4,2024-08-01,False
1530,2024-08-14,2024-08-19,2,2024-08-19,False
1531,2024-02-17,2024-02-24,5,2024-02-24,False
1532,2024-08-11,2024-08-14,3,2024-08-14,False
1533,2024-01-03,2024-01-08,4,2024-01-09,True
1534,2024-06-23,2024-06-30,5,2024-06-30,False
1535,2024-04-08,2024-04-13,5,2024-04-13,False
1536,2024-04-25,2024-04-30,4,2024-05-03,True
1537,2024-09-26,2024-10-01,5,2024-10-01,False
1538,2024-09-09,2024-09-12,5,2024-09-12,False
1539,2024-11-12,2024-11-17,4,2024-11-17,False
1540,2024-04-04,2024-04-09,1,2024-04-09,False
1541,2024-09-29,2024-10-04,2,2024-10-08,True
1542,2024-01-24,2024-01-29,3,2024-01-29,False
1543,2024-04-25,2024-05-02,2,2024-05-02,False
1544,2024-05-30,2024-06-02,1,2024-06-02,False
1545,2024-12-03,2024-12-08,1,2024-12-08,False
1546,2024-02-19,2024-02-24,5,2024-02-27,True
1547,2024-07-24,2024-07-29,2,2024-07-29,False
1548,2024-11-30,2024-12-03,1,2024-12-04,True
1549,2024-03-19,2024-03-24,2,2024-03-24,False
1550,2024-03-10,2024-03-17,1,2024-03-17,False
1551,2024-01-27,2024-02-01,3,2024-02-01,False
1552,2024-09-27,2024-10-04,1,2024-10-04,False
1553,2024-02-19,2024-02-26,2,2024-02-26,False
1554,2024-10-18,2024-10-21,5,2024-10-21,False
1555,2024-09-03,2024-09-06,2,2024-09-09,True
1556,2024-09-20,2024-09-27,4,2024-09-27,False
1557,2024-03-19,2024-03-26,2,2024-03-26,False
1558,2024-07-08,2024-07-11,3,2024-07-11,False
1559,2024-02-16,2024-02-19,3,2024-02-19,False
1560,2024-12-26,2024-12-29,3,2024-12-30,True
1561,2024-12-19,2024-12-26,1,2024-12-26,False
1562,2024-12-17,2024-12-20,3,2024-12-20,False
1563,2024-07-07,2024-07-12,2,2024-07-15,True
1564,2024-09-12,2024-09-19,5,2024-09-19,False
1565,2024-08-09,2024-08-12,3,2024-08-12,False
1566,2024-08-28,2024-09-02,2,2024-09-02,False
1567,2024-09-25,2024-09-28,1,2024-10-02,True
1568,2024-01-01,2024-01-08,1,2024-01-08,False
1569,2024-02-03,2024-02-06,5,2024-02-07,True
1570,2024-03-19,2024-03-24,5,2024-03-24,False
1571,2024-08-23,2024-08-28,2,2024-08-28,False
1572,2024-11-29,2024-12-02,5,2024-12-02,False
1573,2024-12-14,2024-12-17,5,2024-12-19,True
1574,2024-04-07,2024-04-12,1,2024-04-12,False
1575,2024-03-22,2024-03-25,2,2024-03-25,False
1576,2024-07-10,2024-07-17,5,2024-07-20,True
1577,2024-09-09,2024-09-16,2,2024-09-16,False
1578,2024-02-07,2024-02-12,3,2024-02-12,False
1579,2024-01-14,2024-01-19,1,2024-01-19,False
1580,2024-12-12,2024-12-17,1,2024-12-17,False
1581,2024-11-05,2024-11-12,1,2024-11-12,False
1582,2024-07-27,2024-08-01,4,2024-08-01,False
1583,2024-12-22,2024-12-25,2,2024-12-25,False
1584,2024-03-29,2024-04-01,3,2024-04-04,True
1585,2024-02-25,2024-03-01,5,2024-03-01,False
1586,2024-04-03,2024-04-08,3,2024-04-11,True
1587,2024-04-02,2024-04-07,2,2024-04-07,False
1588,2024-12-05,2024-12-08,1,2024-12-08,False
1589,2024-03-25,2024-03-30,4,2024-03-30,False
1590,2024-09-01,2024-09-04,2,2024-09-04,False
1591,2024-01-22,2024-01-25,2,2024-01-27,True
1592,2024-10-17,2024-10-22,5,2024-10-22,False
1593,2024-09-28,2024-10-01,3,2024-10-01,False
1594,2024-11-01,2024-11-06,3,2024-11-06,False
1595,2024-05-01,2024-05-04,5,2024-05-04,False
1596,2024-05-07,2024-05-12,4,2024-05-12,False
1597,2024-04-22,2024-04-27,1,2024-04-28,True
1598,2024-09-29,2024-10-02,1,2024-10-02,False
1599,2024-12-01,2024-12-04,4,2024-12-05,True
1600,2024-05-09,2024-05-16,5,2024-05-19,True
1601,2024-05-11,2024-05-16,2,2024-05-16,False
1602,2024-03-25,2024-03-30,3,2024-03-30,False
1603,2024-12-15,2024-12-18,2,2024-12-18,False
1604,2024-03-21,2024-03-26,3,2024-03-26,False
1605,2024-11-20,2024-11-25,2,2024-11-25,False
1606,2024-03-09,2024-03-14,5,2024-03-14,False
1607,2024-05-27,2024-06-01,5,2024-06-01,False
1608,2024-01-16,2024-01-19,4,2024-01-19,False
1609,2024-11-02,2024-11-05,2,2024-11-05,False
1610,2024-04-14,2024-04-21,2,2024-04-21,False
1611,2024-06-13,2024-06-20,4,2024-06-20,False
1612,2024-07-19,2024-07-22,4,2024-07-22,False
1613,2024-07-15,2024-07-20,5,2024-07-20,False
1614,2024-07-03,2024-07-06,5,2024-07-06,False
1615,2024-11-17,2024-11-20,2,2024-11-20,False
1616,2024-09-21,2024-09-24,5,2024-09-27,True
1617,2024-12-28,2024-12-31,5,2025-01-01,True
1618,2024-04-09,2024-04-14,2,2024-04-14,False
1619,2024-12-07,2024-12-12,4,2024-12-12,False
1620,2024-11-15,2024-11-18,2,2024-11-18,False
1621,2024-08-01,2024-08-04,1,2024-08-04,False
1622,2024-10-04,2024-10-11,2,2024-10-12,True
1623,2024-06-10,2024-06-13,1,2024-06-13,False
1624,2024-06-05,2024-06-10,2,2024-06-10,False
1625,2024-09-07,2024-09-10,1,2024-09-10,False
1626,2024-04-06,2024-04-11,1,2024-04-11,False
1627,2024-01-18,2024-01-21,2,2024-01-21,False
1628,2024-11-22,2024-11-25,5,2024-11-25,False
1629,2024-04-06,2024-04-09,3,2024-04-09,False
1630,2024-01-01,2024-01-04,5,2024-01-04,False
1631,2024-08-03,2024-08-08,1,2024-08-10,True
1632,2024-05-11,2024-05-16,2,2024-05-16,False
1633,2024-09-16,2024-09-19,2,2024-09-19,False
1634,2024-05-04,2024-05-07,2,2024-05-07,False
1635,2024-03-22,2024-03-27,2,2024-03-30,True
1636,2024-10-09,2024-10-14,3,2024-10-14,False
1637,2024-06-19,2024-06-26,4,2024-06-26,False
1638,2024-02-28,2024-03-04,1,2024-03-04,False
1639,2024-02-01,2024-02-06,3,2024-02-06,False
1640,2024-06-09,2024-06-14,5,2024-06-14,False
1641,2024-10-10,2024-10-17,4,2024-10-17,False
1642,2024-04-15,2024-04-22,4,2024-04-22,False
1643,2024-04-14,2024-04-17,2,2024-04-17,False
1644,2024-08-15,2024-08-18,3,2024-08-19,True
1645,2024-07-06,2024-07-09,5,2024-07-09,False
1646,2024-03-10,2024-03-15,2,2024-03-15,False
1647,2024-11-13,2024-11-18,2,2024-11-18,False
1648,2024-10-16,2024-10-21,1,2024-10-21,False
1649,2024-03-27,2024-03-30,4,2024-03-30,False
1650,2024-12-27,2025-01-01,5,2025-01-01,False
1651,2024-02-25,2024-03-03,4,2024-03-03,False
1652,2024-04-22,2024-04-25,3,2024-04-25,False
1653,2024-01-13,2024-01-18,1,2024-01-18,False
1654,2024-01-18,2024-01-23,2,2024-01-27,True
1655,2024-06-30,2024-07-07,1,2024-07-07,False
1656,2024-04-22,2024-04-29,2,2024-05-01,True
